Input Term,Input Definitions,isAcronym,Extracted Term,isDescription,Description,Context
thick films,,False,,False,,
thick plates,Plates of steel or other material that are over two inches thick. The exact definition of dimensions that constitute thickness varies.,False,,False,,
thick walls,,False,,False,,
~ thickeners,,False,,False,,
thickeners (equipment),,False,,False,,
thickeners (materials),,False,,False,,
thickness,,False,,False,,
thickness ratio,,False,,False,,
thigh,,False,,False,,
thin airfoils,,False,,False,,
~ thin bodies,,False,,False,,
thin films,"Films having a thickness much smaller than any lateral dimension, formed by deposition of a material or by a thinning process.",False,,False,,
thin layer chromatography,,False,,False,,
thin plates,,False,,False,,
thin walled shells,,False,,False,,
thin walls,,False,,False,,
thin wings,,False,,False,,
thiols,,False,,False,,
thiophenes,,False,,False,,
thioplastics,,False,,False,,
thioureas,,False,,False,,
thiuronium,,False,,False,,
thixotropy,"The property of material that enables it to stiffen in a relatively short time on standing, but upon agitation or manipulation to change to a very soft consistency or to a fluid of high viscosity, the process being completely reversible.",False,,False,,
Thomas-Fermi model,,False,,False,,
Thomson scattering,,False,,False,,
Thor Able rocket vehicle,,False,,False,,
Thor Agena launch vehicle,,False,,False,,
Thor Delta launch vehicle,,False,,False,,
Thor launch vehicles,,False,,False,,
Thorad launch vehicles,,False,,False,,
thorax,,False,,False,,
thorium,,False,,False,,
thorium alloys,,False,,False,,
thorium compounds,,False,,False,,
thorium fluorides,,False,,False,,
thorium isotopes,,False,,False,,
thorium oxides,,False,,False,,
threads,,False,,False,,
threat evaluation,The evaluation of the potential harm of an approaching aircraft or other objects.,False,,False,,
three axis stabilization,Maintenance of a stable platform in a desired 3-axis orientation in inertial space by utilizing gyros and accelerometers and which is independent of vehicle motion.,False,,False,,
three body problem,"That problem in classical celestial mechanics which treats the motion of a small body, usually with negligible mass, relative to and under the gravitational influence of two other finite point masses.",False,,False,,
three dimensional bodies,,False,,False,,
three dimensional boundary layer,,False,,False,,
three dimensional composites,,False,,False,,
three dimensional flow,,False,,False,,
three dimensional models,,False,,False,,
three dimensional motion,,False,,False,,
threshold currents,,False,,False,,
threshold detectors (dosimeters),,False,,False,,
threshold gates,,False,,False,,
threshold logic,,False,,False,,
threshold voltage,The threshold energy necessary to remove an electron from the bound position to the conduction band in solid state devices.,False,,False,,
~ thresholds,"Generally, the minimum values of signals that can be detected by the systems or sensors under consideration. Used for threshold shift.",False,,False,,
thresholds (perception),,False,,False,,
throats,"The narrowest portion of a constricted duct, as in a diffuser, or a venturi tube. SN (non biological).",False,,False,,
thrombin,,False,,False,,
thrombocytes,,False,,False,,
thrombopenia,,False,,False,,
thromboplastin,,False,,False,,
thrombosis,,False,,False,,
throttling,,False,,False,,
throwing,,False,,False,,
thrust,"The pushing or pulling force developed by an aircraft engine or a rocket engine. The force exerted in any direction by a fluid jet or by a powered screw, as, the thrust of an antitorque rotor. Specifically in rocketry, F(thrust) = mv where m is propellant mass flow and v is exhaust velocity relative to the vehicle. Used for thrust power.",False,,False,,
thrust augmentation,"The increasing of the thrust of an engine or power plant, especially of a jet engine and usually for a short period of time, over the thrust normally developed.",False,,False,,
thrust bearings,,False,,False,,
thrust chamber pressure,,False,,False,,
thrust chambers,,False,,False,,
thrust control,,False,,False,,
thrust distribution,"The location of areas of upward thrust (lift) on wings, airfoils, etc.",False,,False,,
thrust loads,,False,,False,,
thrust measurement,,False,,False,,
thrust programming,,False,,False,,
thrust reversal,,False,,False,,
thrust termination,,False,,False,,
thrust vector control,,False,,False,,
thrust-weight ratio,,False,,False,,
~ thrustors,,False,,False,,
thulium,,False,,False,,
thulium compounds,,False,,False,,
thulium isotopes,,False,,False,,
thunderstorms,Local storms resulting from warm humid air rising in an unstable environment.,False,,False,,
thymidine,,False,,False,,
thymine,,False,,False,,
thymol,,False,,False,,
thymus gland,,False,,False,,
thyratrons,,False,,False,,
thyristors,,False,,False,,
thyroid gland,,False,,False,,
thyroxine,,False,,False,,
Tibet,,False,,False,,
tibia,,False,,False,,
tidal flats,,False,,False,,
tidal waves,,False,,False,,
tide powered generators,,False,,False,,
tide powered machines,,False,,False,,
tidepower,,False,,False,,
tides,"The periodic rising and falling of the Earth's oceans and atmosphere. It results from the gravitational forces of the moon and sun acting upon the rotating Earth. The disturbance actually propagates as a wave through the atmosphere and along the surface of the waters of the Earth. Atmospheric tides are always so designated, whereas the term tide alone commonly implies the oceanic variety. Used for tidal oscillation.",False,,False,,
tiebolts,,False,,False,,
tightness,,False,,False,,
tiles,"Ceramic surfacing units, usually relatively thin in relation to facial area, made from clay or a mixture of clay and other ceramic materials, called the body of the tile having either a ""glazed"" or ""unglazed"" face and fired above red heat in the course of manufacture to a temperature sufficiently high to produce specific physical properties and characteristics.",False,,False,,
tilt rotor aircraft,"A type of convertible aircraft which takes off, hovers, and lands as a helicopter but is converted into a fixed wing aircraft by the 90-degree tilting of its rotor or rotors for use as a propeller for forward flight.",False,,False,,
Tilt Rotor Research Aircraft Program,,False,,False,,
tilt-table test,A test to evaluate homodynamic or cardiovascular response that uses a tilt-adjustable table to maintain a head-down or head-up body posture.,False,,False,,
tilt wing aircraft,,False,,False,,
tilted propellers,,False,,False,,
tilting rotors,,False,,False,,
tiltmeters,Instruments used to measure small changes in the tilt of the Earth's surface usually in relation to a liquid-level surface or to the rest position of a pendulum.,False,,False,,
timber identification,,False,,False,,
timber inventory,,False,,False,,
timber vigor,,False,,False,,
timberline,,False,,False,,
time,The hour of the day reckoned by the position of a celestial reference point relative to a reference celestial median. Used for duration.,False,,False,,
time constant,"Generally, the time required for an instrument to indicate a given percentage of the final reading resulting from an input signal; the relaxation time of an instrument.",False,,False,,
time dependence,,False,,False,,
time discrimination,,False,,False,,
time division multiple access,Radio transmission method in which each station of a satellite communication network is assigned a time schedule for transmission (in lieu of frequency division); a multi-element antenna with an adaptive null steering array eliminates interference. Used for TDMA.,False,,False,,
time division multiplexing,A system for the transmission of information about two or more quantities (measurands) over a common channel by dividing available time intervals among the measurands to form a composite pulse train.,False,,False,,
time domain analysis,,False,,False,,
time functions,,False,,False,,
